,count
"(-73.98181677450677, 40.68732980212478, -73.9805331632042, 40.686891896616956)",1007
"(-73.97981084452853, 40.68664684596194, -73.97936297639144, 40.68668200001036)",742
"(-73.97981084452853, 40.68664684596194, -73.9805331632042, 40.686891896616956)",1007
"(-73.97936297639144, 40.68668200001036, -73.9790571080391, 40.6867135978043)",742
"(-73.97918390583314, 40.68312883737846, -73.97911417038753, 40.6831027008302)",12
"(-73.98729894907962, 40.69223407563176, -73.98734787475522, 40.69145766769337)",1202
"(-73.98729894907962, 40.69223407563176, -73.98725396375212, 40.69312490307784)",1202
"(-73.98734787475522, 40.69145766769337, -73.98789201611842, 40.69046751298988)",1202
"(-73.9835726147043, 40.68878595330128, -73.98295684393185, 40.68969981904447)",753
"(-73.98295684393185, 40.68969981904447, -73.98276720165289, 40.689986480906136)",753
"(-73.98889162249422, 40.692301247554795, -73.98893356281361, 40.692086641340495)",735
"(-73.98889162249422, 40.692301247554795, -73.98888911404094, 40.692345784883194)",735
"(-73.98893356281361, 40.692086641340495, -73.98920133231314, 40.69104036065628)",735
"(-73.98922003665355, 40.690965971020994, -73.98920133231314, 40.69104036065628)",735
"(-73.98982218249625, 40.69038688782855, -73.9897369008372, 40.6903599729204)",498
"(-73.98982218249625, 40.69038688782855, -73.99025783629529, 40.68975945692372)",4
"(-73.98982218249625, 40.69038688782855, -73.99174170643144, 40.6909926366798)",355
"(-73.98982218249625, 40.69038688782855, -73.98943340292409, 40.69102780112982)",147
"(-73.98276720165289, 40.689986480906136, -73.981574203679, 40.68993518294305)",753
"(-73.9790571080391, 40.6867135978043, -73.97819812514417, 40.68681921710018)",742
"(-73.97819812514417, 40.68681921710018, -73.97736135217022, 40.686918638821126)",870
"(-73.97819812514417, 40.68681921710018, -73.97829143516351, 40.68745187074293)",196
"(-73.97736135217022, 40.686918638821126, -73.9768371239328, 40.68696743958817)",870
"(-73.97654657337922, 40.686997227360436, -73.97620585740891, 40.68702540472503)",1023
"(-73.97654657337922, 40.686997227360436, -73.9768371239328, 40.68696743958817)",870
"(-73.97620585740891, 40.68702540472503, -73.9755899604274, 40.68708637557434)",1023
"(-73.9755899604274, 40.68708637557434, -73.9746165714454, 40.68719070560144)",1023
"(-73.9746165714454, 40.68719070560144, -73.97364817929127, 40.687302610862794)",1023
"(-73.97829143516351, 40.68745187074293, -73.97834701311282, 40.68787174294024)",196
"(-74.00945463906447, 40.70452785663336, -74.00890108872841, 40.7048618464718)",348
"(-74.00945463906447, 40.70452785663336, -74.00974639348551, 40.704775247847756)",2871
"(-74.00890108872841, 40.7048618464718, -74.00800726930723, 40.70544646204445)",348
"(-74.00998418639004, 40.705147733060706, -74.009995205654, 40.70533123833425)",2871
"(-74.00998418639004, 40.705147733060706, -74.00974639348551, 40.704775247847756)",2871
"(-74.009995205654, 40.70533123833425, -74.00986580839657, 40.7057964266945)",2871
"(-74.0122458263306, 40.70123546300999, -74.01113583814562, 40.70149630457577)",4255
"(-74.0122458263306, 40.70123546300999, -74.01234989229437, 40.701210544630904)",4255
"(-74.01113583814562, 40.70149630457577, -74.01107444420241, 40.701480987388386)",4255
"(-74.01107444420241, 40.701480987388386, -74.01022809486116, 40.70168657603422)",4255
"(-74.00771638021054, 40.70287138882857, -74.00767172344972, 40.70295160129592)",4255
"(-74.00771638021054, 40.70287138882857, -74.00917397216124, 40.701986597469876)",4255
"(-74.00767172344972, 40.70295160129592, -74.00763657929971, 40.70300436821806)",4255
"(-74.00763657929971, 40.70300436821806, -74.00756901047977, 40.703103777470034)",4255
"(-74.01234989229437, 40.701210544630904, -74.01238039347712, 40.70129794774553)",2325
"(-74.01239922996334, 40.701357845070675, -74.01238039347712, 40.70129794774553)",2325
"(-74.01239922996334, 40.701357845070675, -74.01244236941693, 40.70140681295586)",2325
"(-74.01244236941693, 40.70140681295586, -74.01251220220324, 40.70142691471766)",2325
"(-74.0130457961875, 40.70227493595275, -74.01290278698426, 40.70214884349437)",2325
"(-74.0130457961875, 40.70227493595275, -74.01344739763736, 40.70225350617986)",2325
"(-74.01290278698426, 40.70214884349437, -74.012795729745, 40.70174875441994)",2325
"(-74.012795729745, 40.70174875441994, -74.01267027113012, 40.70153692647523)",2325
"(-74.01267027113012, 40.70153692647523, -74.0125824870672, 40.70144721179867)",2325
"(-74.01344739763736, 40.70225350617986, -74.0136568802192, 40.702247630889744)",2325
"(-74.0136568802192, 40.702247630889744, -74.01381944085706, 40.702236690979944)",2325
"(-74.01381944085706, 40.702236690979944, -74.014279757076, 40.702291252636186)",3195
"(-74.0125824870672, 40.70144721179867, -74.01251220220324, 40.70142691471766)",2325
"(-74.00756901047977, 40.703103777470034, -74.0068420485535, 40.70355430665909)",4255
"(-74.00917397216124, 40.701986597469876, -74.01022809486116, 40.70168657603422)",4255
"(-74.00986580839657, 40.7057964266945, -74.00950278978388, 40.706378907998484)",2871
"(-74.00950278978388, 40.706378907998484, -74.00900515682534, 40.70693892196113)",2871
"(-74.00900515682534, 40.70693892196113, -74.0086453788268, 40.70734001924901)",5390
"(-74.00800726930723, 40.70544646204445, -74.00794861251617, 40.705546187847375)",348
"(-74.0086453788268, 40.70734001924901, -74.0082689573427, 40.70772193569955)",5390
"(-74.0082689573427, 40.70772193569955, -74.0080042598509, 40.70797679096739)",5390
"(-74.0080042598509, 40.70797679096739, -74.00764028920646, 40.70834524092173)",5390
"(-74.00794861251617, 40.705546187847375, -74.00745217354931, 40.7060510927825)",348
"(-74.00745217354931, 40.7060510927825, -74.00712975116878, 40.706375054158364)",348
"(-74.00712975116878, 40.706375054158364, -74.00678098830687, 40.70672380724827)",348
"(-74.00678098830687, 40.70672380724827, -74.00645561953817, 40.70698201154764)",2724
"(-74.00645561953817, 40.70698201154764, -74.00595100503939, 40.70720573474398)",2724
"(-74.00610141028952, 40.70402282147648, -74.00593163446472, 40.70412920868822)",6502
"(-74.00610141028952, 40.70402282147648, -74.00622259306684, 40.703945325063174)",6502
"(-74.00593163446472, 40.70412920868822, -74.00589320789075, 40.70413793842054)",6502
"(-74.00622259306684, 40.703945325063174, -74.0068420485535, 40.70355430665909)",6502
"(-74.00589320789075, 40.70413793842054, -74.00519048521085, 40.70450607527523)",6502
"(-74.00467079995508, 40.70485726191835, -74.00433662315054, 40.70507245311935)",6502
"(-74.00467079995508, 40.70485726191835, -74.00519048521085, 40.70450607527523)",6502
"(-74.00433662315054, 40.70507245311935, -74.00401725727167, 40.705274652049646)",6502
"(-74.00595100503939, 40.70720573474398, -74.00683778761535, 40.70785783570158)",2724
"(-74.00683778761535, 40.70785783570158, -74.00653116885151, 40.70822712611425)",2724
"(-74.00764028920646, 40.70834524092173, -74.00728273387183, 40.70870950912911)",5390
"(-74.00728273387183, 40.70870950912911, -74.00712782443247, 40.70886251385401)",7284
"(-74.00653116885151, 40.70822712611425, -74.00601167562942, 40.70866784654)",2724
"(-74.00601167562942, 40.70866784654, -74.00551252957787, 40.70909340802247)",2724
"(-74.00551252957787, 40.70909340802247, -74.00514773155669, 40.70942552436767)",2724
"(-73.99526015203637, 40.70281020882698, -73.99470923334248, 40.70299388651766)",783
"(-73.99526015203637, 40.70281020882698, -73.99542718300009, 40.70286405448052)",783
"(-73.99470923334248, 40.70299388651766, -73.9943829782294, 40.70288600055763)",783
"(-73.99542718300009, 40.70286405448052, -73.99574544730132, 40.702758722117295)",783
"(-74.00401725727167, 40.705274652049646, -74.00392834719416, 40.70538044360342)",6502
"(-74.00392834719416, 40.70538044360342, -74.00363496673508, 40.70556369471497)",6502
"(-74.00363496673508, 40.70556369471497, -74.00350886266804, 40.70564420795244)",6502
"(-74.00350886266804, 40.70564420795244, -74.00327528119793, 40.70582437024985)",6502
"(-74.00696369104807, 40.709026895081614, -74.00643549103394, 40.70955732140049)",7284
"(-74.00696369104807, 40.709026895081614, -74.00706700438451, 40.70892443674376)",7284
"(-74.00643549103394, 40.70955732140049, -74.006090317832, 40.709912582744785)",7284
"(-73.99669768962623, 40.70087697712274, -73.99574544730132, 40.702758722117295)",783
"(-73.99669768962623, 40.70087697712274, -73.9967395270275, 40.70071808837722)",783
"(-74.00328543929547, 40.70583405045801, -74.00327528119793, 40.70582437024985)",6502
"(-74.00328543929547, 40.70583405045801, -74.0029601901373, 40.7060349975937)",6502
"(-74.0029601901373, 40.7060349975937, -74.00263900207327, 40.706223527461404)",6502
"(-74.00712782443247, 40.70886251385401, -74.00706700438451, 40.70892443674376)",7284
"(-74.00906264768639, 40.710886703860815, -74.00860085400811, 40.71139223921855)",2398
"(-74.0096897535374, 40.71495099290173, -74.00923907482874, 40.71552016777003)",3815
"(-74.0096897535374, 40.71495099290173, -74.01012319327008, 40.71514594760646)",9988
"(-74.0096897535374, 40.71495099290173, -74.00838690815759, 40.71436229378299)",6991
"(-74.00923907482874, 40.71552016777003, -74.0088232834631, 40.71601382407795)",3815
"(-74.0088232834631, 40.71601382407795, -74.00920540202151, 40.7161879528297)",4752
"(-74.0088232834631, 40.71601382407795, -74.0083783130103, 40.71658749130448)",2880
"(-74.0088232834631, 40.71601382407795, -74.00754375953517, 40.71543282477928)",7067
"(-74.00838690815759, 40.71436229378299, -74.00793943373878, 40.71492697252897)",3145
"(-74.00838690815759, 40.71436229378299, -74.00678194883704, 40.713606152648495)",10136
"(-74.00793943373878, 40.71492697252897, -74.00754375953517, 40.71543282477928)",3145
"(-74.00754375953517, 40.71543282477928, -74.00709728867825, 40.71599826553854)",5216
"(-74.00754375953517, 40.71543282477928, -74.00588849692078, 40.71467728512662)",4698
"(-74.00678194883704, 40.713606152648495, -74.00491287858394, 40.712672325397044)",10136
"(-74.01162676877026, 40.71660204947513, -74.01255984895938, 40.71703378208044)",4435
"(-74.01162676877026, 40.71660204947513, -74.01096713674983, 40.71630300074951)",4435
"(-74.01255984895938, 40.71703378208044, -74.012730669702, 40.71711362865667)",4435
"(-74.01096713674983, 40.71630300074951, -74.01083359755593, 40.71692527490199)",4435
"(-74.01083359755593, 40.71692527490199, -74.00920540202151, 40.7161879528297)",4301
"(-74.012730669702, 40.71711362865667, -74.01286663159229, 40.71717610083638)",4435
"(-74.01286663159229, 40.71717610083638, -74.01303586691387, 40.71725475936276)",4435
"(-74.01182595270626, 40.71592240514975, -74.01292127784262, 40.71639821606639)",9988
"(-74.01182595270626, 40.71592240514975, -74.01152724063745, 40.7157834966242)",9988
"(-74.01292127784262, 40.71639821606639, -74.01307935595352, 40.7164671502788)",9988
"(-74.01307935595352, 40.7164671502788, -74.01320779418627, 40.71652226484699)",9988
"(-74.00491287858394, 40.712672325397044, -74.00485768104453, 40.71245254101437)",10136
"(-74.00809981904453, 40.71199440385638, -74.00784608228518, 40.71173334356689)",2398
"(-74.00809981904453, 40.71199440385638, -74.00837628492869, 40.71165644581791)",2398
"(-74.00784608228518, 40.71173334356689, -74.0075066119168, 40.711668963478076)",2398
"(-74.01012319327008, 40.71514594760646, -74.01051330984805, 40.71532259906578)",9988
"(-74.01051330984805, 40.71532259906578, -74.0107283760342, 40.71541962361599)",9988
"(-74.0107283760342, 40.71541962361599, -74.01082257694652, 40.715462120684975)",9988
"(-74.01082257694652, 40.715462120684975, -74.01111845036542, 40.715593396792784)",9988
"(-74.01111845036542, 40.715593396792784, -74.01144557163929, 40.71574551854923)",9988
"(-74.01152724063745, 40.7157834966242, -74.01144557163929, 40.71574551854923)",9988
"(-74.00860085400811, 40.71139223921855, -74.00837628492869, 40.71165644581791)",2398
"(-74.00709728867825, 40.71599826553854, -74.00667419325323, 40.7165320772544)",5216
"(-74.00588849692078, 40.71467728512662, -74.00446683755874, 40.71402247088709)",4993
"(-74.0083783130103, 40.71658749130448, -74.00795703382731, 40.71712230712739)",2880
"(-74.00795703382731, 40.71712230712739, -74.00753594008073, 40.71766123668862)",2880
"(-74.00753594008073, 40.71766123668862, -74.00727575293564, 40.71798799446906)",2880
"(-74.00667419325323, 40.7165320772544, -74.00624902081256, 40.71707571205471)",5216
"(-74.00705196296926, 40.718269039539344, -74.00659361249828, 40.71886217854018)",3134
"(-74.00705196296926, 40.718269039539344, -74.00708949341329, 40.71837251482998)",3528
"(-74.00705196296926, 40.718269039539344, -74.00727575293564, 40.71798799446906)",2880
"(-74.00659361249828, 40.71886217854018, -74.00643194990256, 40.71908199313383)",3134
"(-74.00624902081256, 40.71707571205471, -74.00577729818417, 40.717676647042055)",5216
"(-74.00577729818417, 40.717676647042055, -74.00532369738004, 40.71827334681468)",5714
"(-74.00532369738004, 40.71827334681468, -74.00517420306618, 40.71900459467345)",5714
"(-74.00517420306618, 40.71900459467345, -74.005186161411, 40.71983746663694)",5714
"(-74.00693633859052, 40.71912665525289, -74.00680843778001, 40.71977749823327)",3528
"(-74.00693633859052, 40.71912665525289, -74.00708949341329, 40.71837251482998)",3528
"(-74.00680843778001, 40.71977749823327, -74.00669456196263, 40.720437209319634)",3528
"(-74.00669456196263, 40.720437209319634, -74.00657742256261, 40.721127488219125)",3528
"(-74.005186161411, 40.71983746663694, -74.00520848735724, 40.720628644440986)",5714
"(-74.00520848735724, 40.720628644440986, -74.00463516281553, 40.721353632309345)",5714
"(-74.00463516281553, 40.721353632309345, -74.00376737304171, 40.72238412599488)",5714
"(-74.00652351211507, 40.72141561022337, -74.00642481520933, 40.721805364401355)",3528
"(-74.00652351211507, 40.72141561022337, -74.00657742256261, 40.721127488219125)",3528
"(-74.00642481520933, 40.721805364401355, -74.00631887535819, 40.72242745661163)",3528
"(-74.00631887535819, 40.72242745661163, -74.00629841745501, 40.72254950287386)",3528
"(-74.00629841745501, 40.72254950287386, -74.0062328748081, 40.72312064550892)",5124
"(-74.0062328748081, 40.72312064550892, -74.0052721270629, 40.72301790036754)",5124
"(-74.00376737304171, 40.72238412599488, -74.00297103188355, 40.7219947879202)",1299
"(-74.00376737304171, 40.72238412599488, -74.00298147088617, 40.72330841384091)",6051
"(-74.00376737304171, 40.72238412599488, -74.00444777107114, 40.72271765130789)",568
"(-74.006090317832, 40.709912582744785, -74.00585977028695, 40.71013970356433)",7284
"(-74.00514773155669, 40.70942552436767, -74.00482608111385, 40.70966067972711)",2724
"(-74.00482608111385, 40.70966067972711, -74.00425299960867, 40.71016624015652)",2724
"(-74.00425299960867, 40.71016624015652, -74.00397461183513, 40.71039317614649)",1081
"(-74.00425299960867, 40.71016624015652, -74.00509364641408, 40.71097736639177)",2699
"(-74.00509364641408, 40.71097736639177, -74.00532769155686, 40.711192604892)",2699
"(-74.00166466889307, 40.70952276284882, -74.00086011092448, 40.70879094708071)",1562
"(-74.00166466889307, 40.70952276284882, -74.0021095272071, 40.7098939128514)",1562
"(-74.00086011092448, 40.70879094708071, -74.00048354074374, 40.70835086230689)",1562
"(-74.00048354074374, 40.70835086230689, -74.00013109236015, 40.707913267064804)",1562
"(-74.00397461183513, 40.71039317614649, -74.00365813496039, 40.71091309026856)",1081
"(-74.00365813496039, 40.71091309026856, -74.00364239772288, 40.710973587083494)",1081
"(-74.00013109236015, 40.707913267064804, -74.00011721391424, 40.70789507405272)",1562
"(-74.00391102147437, 40.71117478840158, -74.00427373271157, 40.711402624542124)",481
"(-74.00391102147437, 40.71117478840158, -74.00387975083906, 40.71111253714936)",481
"(-74.00427373271157, 40.711402624542124, -74.00525384139958, 40.71199959467256)",481
"(-74.0052919538664, 40.71200097881278, -74.00525384139958, 40.71199959467256)",481
"(-74.0052919538664, 40.71200097881278, -74.00565912303166, 40.71192432338665)",481
"(-74.00387975083906, 40.71111253714936, -74.00364239772288, 40.710973587083494)",481
"(-74.00364239772288, 40.710973587083494, -74.00357930908223, 40.71093350732651)",1562
"(-74.00357930908223, 40.71093350732651, -74.00351115421853, 40.71089114939697)",1562
"(-74.00351115421853, 40.71089114939697, -74.00341206280596, 40.71080357769976)",1562
"(-74.00341206280596, 40.71080357769976, -74.00319295755271, 40.71064060053009)",1562
"(-74.00319295755271, 40.71064060053009, -74.00308193086107, 40.710624286299634)",1562
"(-74.00308193086107, 40.710624286299634, -74.0021095272071, 40.7098939128514)",1562
"(-74.00011721391424, 40.70789507405272, -74.00001705219744, 40.70782095573833)",1562
"(-74.00001705219744, 40.70782095573833, -73.99998819015995, 40.70778656431666)",1562
"(-73.99998819015995, 40.70778656431666, -73.99995384449153, 40.70774701926006)",1562
"(-73.99995384449153, 40.70774701926006, -73.99989932153854, 40.70768296586463)",1562
"(-73.99989932153854, 40.70768296586463, -73.9994556497317, 40.70792002598968)",6944
"(-73.99989932153854, 40.70768296586463, -74.00100771078944, 40.70707789900013)",6502
"(-73.9994556497317, 40.70792002598968, -73.99935295149159, 40.707978742387816)",6944
"(-73.99935295149159, 40.707978742387816, -73.99928731137852, 40.708016603091)",6944
"(-73.99928731137852, 40.708016603091, -73.99919451201151, 40.70794737568406)",5664
"(-73.99928731137852, 40.708016603091, -73.99922363440119, 40.70805305176842)",5192
"(-73.99928731137852, 40.708016603091, -73.99936195595382, 40.70807228663577)",6098
"(-74.00360156361408, 40.71144633221096, -74.00353144310918, 40.71139214434803)",6098
"(-74.00360156361408, 40.71144633221096, -74.00378803913712, 40.71160065215392)",6098
"(-74.00353144310918, 40.71139214434803, -74.00333184725669, 40.71124208288115)",6098
"(-74.00333184725669, 40.71124208288115, -74.00328686388329, 40.711207248815576)",6098
"(-74.00328686388329, 40.711207248815576, -74.00276772819791, 40.710789301186395)",6098
"(-74.00276772819791, 40.710789301186395, -74.00267634600773, 40.71071582616621)",6098
"(-74.00267634600773, 40.71071582616621, -74.00173688931052, 40.709960169665855)",6098
"(-74.00173688931052, 40.709960169665855, -74.00155908225975, 40.70981710803988)",6098
"(-74.00155908225975, 40.70981710803988, -74.00147140325888, 40.70974655416164)",6098
"(-74.00147140325888, 40.70974655416164, -74.00134439984286, 40.70964629282545)",6098
"(-74.00134439984286, 40.70964629282545, -74.00055005017921, 40.70901791648548)",6098
"(-74.00055005017921, 40.70901791648548, -74.0002656672536, 40.70879294912201)",6098
"(-74.0002656672536, 40.70879294912201, -74.00019103175714, 40.70873391176482)",6098
"(-74.00019103175714, 40.70873391176482, -74.00012359130507, 40.708684518824825)",6098
"(-74.00012359130507, 40.708684518824825, -74.00000765644326, 40.70859961870657)",6098
"(-74.00000765644326, 40.70859961870657, -73.99992936478739, 40.708536817042024)",6098
"(-73.99992936478739, 40.708536817042024, -73.99981193941389, 40.708442614444415)",6098
"(-73.99981193941389, 40.708442614444415, -73.99956273321519, 40.708236483171774)",6098
"(-73.99956273321519, 40.708236483171774, -73.99944281441104, 40.70813655653566)",6098
"(-73.99944281441104, 40.70813655653566, -73.99939955105094, 40.70810033776012)",6098
"(-73.99939955105094, 40.70810033776012, -73.99936195595382, 40.70807228663577)",6098
"(-73.99919451201151, 40.70794737568406, -73.99808986424786, 40.707071899162706)",5664
"(-73.99808986424786, 40.707071899162706, -73.99654394072614, 40.705846644516775)",5664
"(-74.00263900207327, 40.706223527461404, -74.0021484675067, 40.70650331212912)",6502
"(-74.0021484675067, 40.70650331212912, -74.00202770343076, 40.70657163161143)",6502
"(-74.00202770343076, 40.70657163161143, -74.00112142778099, 40.7070165182001)",6502
"(-74.00112142778099, 40.7070165182001, -74.00100771078944, 40.70707789900013)",6502
"(-74.00585977028695, 40.71013970356433, -74.00559862332402, 40.710396965506504)",7284
"(-74.00559862332402, 40.710396965506504, -74.0058663676889, 40.71065027218099)",7284
"(-74.00647921408081, 40.71123006291923, -74.0058663676889, 40.71065027218099)",7284
"(-74.00647921408081, 40.71123006291923, -74.00607959093682, 40.71151464071383)",7284
"(-73.99922363440119, 40.70805305176842, -73.99911786037545, 40.708098286382736)",5192
"(-74.00603546702807, 40.71190618869709, -74.0060137085332, 40.71185388727404)",11231
"(-74.00603546702807, 40.71190618869709, -74.00565912303166, 40.71192432338665)",481
"(-74.00603546702807, 40.71190618869709, -74.00606917563722, 40.71200842820671)",10970
"(-74.0060137085332, 40.71185388727404, -74.00585049608735, 40.71167768915194)",11231
"(-74.00585049608735, 40.71167768915194, -74.00545000674387, 40.711305090971614)",4199
"(-74.00585049608735, 40.71167768915194, -74.00599445396749, 40.71157526666082)",7284
"(-73.99621205200245, 40.70558359018458, -73.99497729772911, 40.7046049012552)",5664
"(-73.99621205200245, 40.70558359018458, -73.99654394072614, 40.705846644516775)",5664
"(-73.99497729772911, 40.7046049012552, -73.994636034898, 40.704334402800356)",5664
"(-73.994636034898, 40.704334402800356, -73.99338985384722, 40.70333187851451)",5664
"(-74.00545000674387, 40.711305090971614, -74.00532769155686, 40.711192604892)",2699
"(-74.00599445396749, 40.71157526666082, -74.00607959093682, 40.71151464071383)",7284
"(-74.00558932964128, 40.71217005364715, -74.00485768104453, 40.71245254101437)",12684
"(-74.00558932964128, 40.71217005364715, -74.00574044701281, 40.712088757112944)",12684
"(-74.00485768104453, 40.71245254101437, -74.00470652318825, 40.71257401537005)",3034
"(-74.00485768104453, 40.71245254101437, -74.00457118009844, 40.71241641795732)",9620
"(-74.00405900736875, 40.713134789760524, -74.00360280435874, 40.713645430424215)",6672
"(-74.00405900736875, 40.713134789760524, -74.00421405324347, 40.71298074285387)",6672
"(-74.00360280435874, 40.713645430424215, -74.00439989870408, 40.71399166700272)",4993
